intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
20000,0.002073828287017835,0.004557885141294439,0.004557885141294439,0.0037907505686125853,shew/2022-05-06_13-58-43/files/GCA_000013765.1_ASM1376v1_genomic.fna.gz,GCA_000013765.1 Shewanella denitrificans OS217,c654c88e,4388000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8445551929480912,0.8492849647598402,0.8469200788539657,0.8492849647598402,False
71000,0.007358275468960514,0.015976597659765977,0.015976597659765977,0.013457164518574679,shew/2022-05-06_13-58-43/files/GCA_000014685.1_ASM1468v1_genomic.fna.gz,GCA_000014685.1 Shewanella sp. MR-4,24743d1d,4444000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8776101210176174,0.8821859367628531,0.8798980288902352,0.8821859367628531,False
12000,0.0012061513719971856,0.0025613660618996796,0.0025613660618996796,0.002274450341167551,shew/2022-05-06_13-58-43/files/GCA_000014705.1_ASM1470v1_genomic.fna.gz,GCA_000014705.1 Shewanella frigidimarina NCIMB 400,548c20f9,4685000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8315825112552279,0.8345816620751214,0.8330820866651747,0.8345816620751214,False
5000,0.00047929447852760736,0.000968804495252858,0.000968804495252858,0.0009476876421531463,shew/2022-05-06_13-58-43/files/GCA_000014885.1_ASM1488v1_genomic.fna.gz,GCA_000014885.1 Shewanella piezotolerans WP3,239fc75c,5161000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8098112289676271,0.8103522131980286,0.8100817210828279,0.8103522131980286,True
165000,0.01708782104391052,0.036303630363036306,0.036303630363036306,0.03127369219105383,shew/2022-05-06_13-58-43/files/GCA_000015185.1_ASM1518v1_genomic.fna.gz,GCA_000015185.1 Shewanella sp. W3-18-1,83fd675c,4545000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.90032512171324,0.9044032679148106,0.9023641948140253,0.9044032679148106,False
6000,0.000631911532385466,0.0014201183431952662,0.0014201183431952662,0.0011372251705837756,shew/2022-05-06_13-58-43/files/GCA_000015245.1_ASM1524v1_genomic.fna.gz,GCA_000015245.1 Shewanella amazonensis SB2B,9f23c946,4225000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8142977338356063,0.8197979050293515,0.8170478194324788,0.8197979050293515,True
2264000,0.2808584542860687,0.4484056248762131,0.4484056248762131,0.4291129643669447,shew/2022-05-06_13-58-43/files/GCA_000015845.1_ASM1584v1_genomic.fna.gz,GCA_000015845.1 Shewanella baltica OS155,ad2d3a74,5049000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.9746884217425077,0.9759882233368933,0.9753383225397005,0.9759882233368933,False
7000,0.0007106598984771574,0.0015280506439641999,0.0015280506439641999,0.001326762699014405,shew/2022-05-06_13-58-43/files/GCA_000016065.1_ASM1606v1_genomic.fna.gz,GCA_000016065.1 Shewanella loihica PV-4,56090855,4581000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8181104060621739,0.8216196944188987,0.8198650502405362,0.8216196944188987,False
5276000,1.0,1.0,1.0,1.0,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,1.0,1.0,1.0,1.0,False
11000,0.0010256410256410256,0.002084912812736922,0.002014652014652015,0.002084912812736922,shew/2022-05-06_13-58-43/files/GCA_000018025.1_ASM1802v1_genomic.fna.gz,GCA_000018025.1 Shewanella sediminis HAW-EB3,fef0f5ae,5460000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8293927588057796,0.8285316290650155,0.8289621939353975,0.8293927588057796,False
7000,0.0006867458059452565,0.001421608448415922,0.001421608448415922,0.001326762699014405,shew/2022-05-06_13-58-43/files/GCA_000018285.1_ASM1828v1_genomic.fna.gz,GCA_000018285.1 Shewanella pealeana ATCC 700345,aa18d4d1,4924000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8181104060621739,0.8198239584298229,0.8189671822459984,0.8198239584298229,False
2803000,0.35240130751822984,0.5312736921910538,0.511403028644408,0.5312736921910538,shew/2022-05-06_13-58-43/files/GCA_000018765.1_ASM1876v1_genomic.fna.gz,GCA_000018765.1 Shewanella baltica OS195,89798606,5481000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.9810165010962808,0.9798839525273744,0.9804502268118276,0.9810165010962808,False
7000,0.0006716561120706199,0.0013584319813700757,0.0013584319813700757,0.001326762699014405,shew/2022-05-06_13-58-43/files/GCA_000019185.1_ASM1918v1_genomic.fna.gz,GCA_000019185.1 Shewanella halifaxensis HAW-EB4,54e4f7b0,5153000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8181104060621739,0.8186954194239825,0.8184029127430782,0.8186954194239825,False
9000,0.0008137432188065099,0.0017058377558756635,0.0015535991714137752,0.0017058377558756635,shew/2022-05-06_13-58-43/files/GCA_000019525.1_ASM1952v1_genomic.fna.gz,GCA_000019525.1 Shewanella woodyi ATCC 51908,00dacaad,5793000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8243645828473194,0.8220326359358705,0.823198609391595,0.8243645828473194,False
2560000,0.31573754316724223,0.4852160727824109,0.47477744807121663,0.4852160727824109,shew/2022-05-06_13-58-43/files/GCA_000021665.1_ASM2166v1_genomic.fna.gz,GCA_000021665.1 Shewanella baltica OS223,9b095564,5392000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.9783243976759833,0.977679860547598,0.9780021291117906,0.9783243976759833,False
8000,0.0007959407024176699,0.00167259042441982,0.00167259042441982,0.001516300227445034,shew/2022-05-06_13-58-43/files/GCA_000091325.1_ASM9132v1_genomic.fna.gz,GCA_000091325.1 Shewanella violacea DSS12,6a60c72b,4783000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8214275194521191,0.8238730393072813,0.8226502793797001,0.8238730393072813,False
76000,0.007564447098636409,0.015679801939343926,0.015679801939343926,0.014404852160727824,shew/2022-05-06_13-58-43/files/GCA_000146165.2_ASM14616v2_genomic.fna.gz,GCA_000146165.2 Shewanella oneidensis MR-1,0ca28b39,4847000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8794218189899434,0.8816847937927692,0.8805533063913563,0.8816847937927692,False
2339000,0.28545277031974614,0.44493056876545556,0.44493056876545556,0.4433282789992419,shew/2022-05-06_13-58-43/files/GCA_000147735.3_ASM14773v3_genomic.fna.gz,GCA_000147735.3 Shewanella baltica BA175,07979490,5257000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.975651485540729,0.9757581541157737,0.9757048198282514,0.9757581541157737,False
9000,0.0009541984732824427,0.0021608643457382954,0.0021608643457382954,0.0017058377558756635,shew/2022-05-06_13-58-43/files/GCA_000172075.1_ASM17207v1_genomic.fna.gz,GCA_000172075.1 Shewanella benthica KT99,2589a0ce,4165000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,818411cb,5276000,33,DNA,1000,5276,False,0.8243645828473194,0.8302925411039607,0.8273285619756401,0.8302925411039607,False
