intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
24000,0.0023591860808021233,0.0049079754601227,0.0049079754601227,0.0045223289994347085,/dev/fd/63,"GCF_009183365.2 Shewanella algae strain=CECT-5071, ASM918336v2",50d10be5,4890000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7733045736127903,0.7763239250053106,0.7748142493090504,0.7763239250053106,False
24000,0.0023699022415325367,0.00495458298926507,0.00495458298926507,0.0045223289994347085,/dev/fd/63,"GCF_009730655.1 Shewanella algae strain=RQs-106, ASM973065v1",4c44260d,4844000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7733045736127903,0.7766734040416168,0.7749889888272035,0.7766734040416168,False
23000,0.0023376359386116474,0.0050493962678375415,0.0050493962678375415,0.004333898624458263,/dev/fd/63,"GCF_007595375.1 Shewanella algae strain=CLS3, ASM759537v1",d0c9125d,4555000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7717389442348604,0.7773747859240903,0.7745568650794754,0.7773747859240903,False
12000,0.0013159337646671784,0.0031380753138075313,0.0031380753138075313,0.0022611644997173543,/dev/fd/63,"GCF_014651955.1 Shewanella fodinae strain=KCTC 22506, ASM1465195v1",3166e878,3824000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7481967494482427,0.7599648285695171,0.7540807890088799,0.7599648285695171,False
18000,0.0015737016961007168,0.0033917467495760316,0.002927305252886648,0.0033917467495760316,/dev/fd/63,"GCF_002005305.1 Shewanella psychrophila strain=WP2, ASM200530v1",d51e1106,6149000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7627831926296846,0.757452877228942,0.7601180349293133,0.7627831926296846,False
25000,0.002471821237888076,0.005173841059602649,0.005173841059602649,0.004710759374411155,/dev/fd/63,"GCF_017580455.1 Shewanella algae strain=CCUG-56496, ASM1758045v1",5575c194,4832000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7748092658692545,0.7782765702095669,0.7765429180394107,0.7782765702095669,False
35000,0.0035303611055073634,0.0075398535114174926,0.0075398535114174926,0.006595063124175617,/dev/fd/63,"GCF_001529365.1 Shewanella frigidimarina strain=Ag06-30, ASM152936v1",13a63f67,4642000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7873236254762,0.792359087631786,0.789841356553993,0.792359087631786,False
1082000,0.11543796009815427,0.21017871017871018,0.21017871017871018,0.2038816657245148,/dev/fd/63,"GCF_013248875.1 Shewanella sp. DC2-4 strain=DC2-4, ASM1324887v1",72b1a665,5148000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.9270715344200755,0.9284153667789188,0.9277434505994971,0.9284153667789188,False
22000,0.0020528132873005507,0.0041454682494818165,0.004050073637702504,0.0041454682494818165,/dev/fd/63,"GCF_000018025.1 Shewanella sediminis HAW-EB3 strain=HAW-EB3, ASM1802v1",aa311bd1,5432000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7701070930829416,0.7692538222478879,0.7696804576654147,0.7701070930829416,False
36000,0.0035056967572304996,0.007202881152460984,0.007202881152460984,0.006783493499152063,/dev/fd/63,"GCF_014163715.1 Shewanella sp. SR44-4 strain=SR44-4, ASM1416371v1",7b5539ea,4998000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",86b964cc,5307000,21,DNA,1000,5307,False,0.7883805054893595,0.7906358231826349,0.7895081643359971,0.7906358231826349,False
