intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
11000,0.0011055276381909548,0.00229933110367893,0.00229933110367893,0.002124782692679158,/dev/fd/63,"GCF_009183365.2 Shewanella algae strain=CECT-5071, ASM918336v2",b37bd1d2,4784000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8199442777706186,0.8220351181512245,0.8209896979609216,0.8220351181512245,False
10000,0.0009995002498750624,0.002066969822240595,0.002066969822240595,0.0019316206297083252,/dev/fd/63,"GCF_009730655.1 Shewanella algae strain=RQs-106, ASM973065v1",d36aebcd,4838000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8174272124768872,0.8192149615674903,0.8183210870221888,0.8192149615674903,False
11000,0.0011330861145447055,0.0024218405988551297,0.0024218405988551297,0.002124782692679158,/dev/fd/63,"GCF_007595375.1 Shewanella algae strain=CLS3, ASM759537v1",ba201535,4542000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8199442777706186,0.8234127710109712,0.8216785243907949,0.8234127710109712,False
2000,0.0002207505518763797,0.0005148005148005148,0.0005148005148005148,0.00038632412594166504,/dev/fd/63,"GCF_014651955.1 Shewanella fodinae strain=KCTC 22506, ASM1465195v1",b3fb7d0d,3885000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.776071387433908,0.783292264840411,0.7796818261371595,0.783292264840411,True
6000,0.0005316792202038103,0.0011589723778249951,0.0009813542688910696,0.0011589723778249951,/dev/fd/63,"GCF_002005305.1 Shewanella psychrophila strain=WP2, ASM200530v1",552afb37,6114000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8040678178279597,0.7997645006697218,0.8019161592488407,0.8040678178279597,True
10000,0.0010096930533117932,0.0021110407430863414,0.0021110407430863414,0.0019316206297083252,/dev/fd/63,"GCF_017580455.1 Shewanella algae strain=CCUG-56496, ASM1758045v1",e20e3bf6,4737000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8174272124768872,0.819772677006315,0.818599944741601,0.819772677006315,False
9000,0.0008990110878034162,0.001858352260995251,0.001858352260995251,0.0017384585667374927,/dev/fd/63,"GCF_001529365.1 Shewanella frigidimarina strain=Ag06-30, ASM152936v1",9a32e463,4843000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8146537169479842,0.8164081962855949,0.8155309566167895,0.8164081962855949,False
674000,0.07028887266659714,0.13252064490758947,0.13252064490758947,0.13019123044234113,/dev/fd/63,"GCF_013248875.1 Shewanella sp. DC2-4 strain=DC2-4, ASM1324887v1",c6e8cb74,5086000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.9363497963606492,0.9368856042402918,0.9366177003004705,0.9368856042402918,False
9000,0.00085927057475654,0.0017384585667374927,0.0016961929890689784,0.0017384585667374927,/dev/fd/63,"GCF_000018025.1 Shewanella sediminis HAW-EB3 strain=HAW-EB3, ASM1802v1",ec67e4f4,5306000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8146537169479842,0.8140071775424478,0.814330447245216,0.8146537169479842,False
12000,0.0011940298507462687,0.0024564994882292734,0.0024564994882292734,0.0023179447556499902,/dev/fd/63,"GCF_014163715.1 Shewanella sp. SR44-4 strain=SR44-4, ASM1416371v1",6432043c,4885000,/dev/fd/63,"GCF_000017325.1 Shewanella baltica OS185 strain=OS185, ASM1732v1",09a08691,5177000,31,DNA,1000,5177,False,0.8222489455098291,0.8237902869688466,0.8230196162393378,0.8237902869688466,False
