intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
10000,0.0010327377878756583,0.002249212775528565,0.002249212775528565,0.001905850962454736,shew/2022-05-06_13-58-43/files/GCA_000013765.1_ASM1376v1_genomic.fna.gz,GCA_000013765.1 Shewanella denitrificans OS217,5fd10b10,4446000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8442846436839072,0.8480730410762463,0.8461788423800767,0.8480730410762463,False
73000,0.0074307817589576546,0.015698924731182794,0.015698924731182794,0.013912712025919573,shew/2022-05-06_13-58-43/files/GCA_000014685.1_ASM1468v1_genomic.fna.gz,GCA_000014685.1 Shewanella sp. MR-4,d3f9b61d,4650000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8908856025442914,0.8937987176257198,0.8923421600850057,0.8937987176257198,False
10000,0.0009995002498750624,0.0020973154362416107,0.0020973154362416107,0.001905850962454736,shew/2022-05-06_13-58-43/files/GCA_000014705.1_ASM1470v1_genomic.fna.gz,GCA_000014705.1 Shewanella frigidimarina NCIMB 400,74cd9186,4768000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8442846436839072,0.8464718771834782,0.8453782604336927,0.8464718771834782,False
4000,0.00037900322152738296,0.0007623403849818944,0.0007531538316701186,0.0007623403849818944,shew/2022-05-06_13-58-43/files/GCA_000014885.1_ASM1488v1_genomic.fna.gz,GCA_000014885.1 Shewanella piezotolerans WP3,2ac0c008,5311000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8236330301183302,0.8233631974598238,0.823498113789077,0.8236330301183302,True
155000,0.015981028972058976,0.03364445409159974,0.03364445409159974,0.02954068991804841,shew/2022-05-06_13-58-43/files/GCA_000015185.1_ASM1518v1_genomic.fna.gz,GCA_000015185.1 Shewanella sp. W3-18-1,40c80e7f,4607000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.9092012353424591,0.9124033075581786,0.9108022714503188,0.9124033075581786,False
1000,0.0001048327916972429,0.00023293733985557886,0.00023293733985557886,0.0001905850962454736,shew/2022-05-06_13-58-43/files/GCA_000015245.1_ASM1524v1_genomic.fna.gz,GCA_000015245.1 Shewanella amazonensis SB2B,25d34a4a,4293000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.7933445874414511,0.7976590065643829,0.795501797002917,0.7976590065643829,True
2060000,0.2516799022602321,0.4121648659463786,0.4121648659463786,0.39260529826567564,shew/2022-05-06_13-58-43/files/GCA_000015845.1_ASM1584v1_genomic.fna.gz,GCA_000015845.1 Shewanella baltica OS155,1aba8e28,4998000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.9750476547774782,0.9763297267335698,0.975688690755524,0.9763297267335698,False
5000,0.0005128731151913017,0.0011093854004881295,0.0011093854004881295,0.000952925481227368,shew/2022-05-06_13-58-43/files/GCA_000016065.1_ASM1606v1_genomic.fna.gz,GCA_000016065.1 Shewanella loihica PV-4,22bddb88,4507000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8286152928338785,0.8320268920619627,0.8303210924479205,0.8320268920619627,True
5247000,1.0,1.0,1.0,1.0,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,1.0,1.0,1.0,1.0,False
4000,0.0003774653203736907,0.0007623403849818944,0.0007471049682480389,0.0007623403849818944,shew/2022-05-06_13-58-43/files/GCA_000018025.1_ASM1802v1_genomic.fna.gz,GCA_000018025.1 Shewanella sediminis HAW-EB3,79925f8b,5354000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8236330301183302,0.8231837727107912,0.8234084014145607,0.8236330301183302,True
4000,0.0003859886133359066,0.00078125,0.00078125,0.0007623403849818944,shew/2022-05-06_13-58-43/files/GCA_000018285.1_ASM1828v1_genomic.fna.gz,GCA_000018285.1 Shewanella pealeana ATCC 700345,250034e7,5120000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8236330301183302,0.8241786349179121,0.8239058325181212,0.8241786349179121,True
2561000,0.32201684898780336,0.4880884314846579,0.4862350484146573,0.4880884314846579,shew/2022-05-06_13-58-43/files/GCA_000018765.1_ASM1876v1_genomic.fna.gz,GCA_000018765.1 Shewanella baltica OS195,d9d8a5d0,5267000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.9808013183318035,0.9807004744553279,0.9807508963935657,0.9808013183318035,False
3000,0.0002908103916246607,0.0005914826498422713,0.0005914826498422713,0.0005717552887364208,shew/2022-05-06_13-58-43/files/GCA_000019185.1_ASM1918v1_genomic.fna.gz,GCA_000019185.1 Shewanella halifaxensis HAW-EB4,e46837e9,5072000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8172539572657382,0.8180035519093702,0.8176287545875542,0.8180035519093702,True
5000,0.0004517936206740761,0.000952925481227368,0.0008583690987124463,0.000952925481227368,shew/2022-05-06_13-58-43/files/GCA_000019525.1_ASM1952v1_genomic.fna.gz,GCA_000019525.1 Shewanella woodyi ATCC 51908,e33410c0,5825000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8286152928338785,0.8262782600912475,0.827446776462563,0.8286152928338785,True
2318000,0.2828899194532585,0.4417762530970078,0.4402659069325736,0.4417762530970078,shew/2022-05-06_13-58-43/files/GCA_000021665.1_ASM2166v1_genomic.fna.gz,GCA_000021665.1 Shewanella baltica OS223,37128dff,5265000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.9781621973363989,0.9780716643961787,0.9781169308662887,0.9781621973363989,False
5000,0.0004932912391475928,0.001021659174499387,0.001021659174499387,0.000952925481227368,shew/2022-05-06_13-58-43/files/GCA_000091325.1_ASM9132v1_genomic.fna.gz,GCA_000091325.1 Shewanella violacea DSS12,b12dedde,4894000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8286152928338785,0.8301764960888401,0.8293958944613593,0.8301764960888401,True
70000,0.006970028875833915,0.014385532264693794,0.014385532264693794,0.013340956737183152,shew/2022-05-06_13-58-43/files/GCA_000146165.2_ASM14616v2_genomic.fna.gz,GCA_000146165.2 Shewanella oneidensis MR-1,1d2a287d,4866000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.8898757617817241,0.8916906534624863,0.8907832076221052,0.8916906534624863,False
2217000,0.2707290267431921,0.4297344446598178,0.4297344446598178,0.42252715837621496,shew/2022-05-06_13-58-43/files/GCA_000147735.3_ASM14773v3_genomic.fna.gz,GCA_000147735.3 Shewanella baltica BA175,18694b59,5159000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,bd80f62b,5247000,37,DNA,1000,5247,False,0.9769851508399788,0.9774318598437506,0.9772085053418647,0.9774318598437506,False
