intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
6000,0.000629987400251995,0.001372055796935742,0.001372055796935742,0.0011634671320535194,shew/2022-05-06_13-58-43/files/GCA_000013765.1_ASM1376v1_genomic.fna.gz,GCA_000013765.1 Shewanella denitrificans OS217,76c72f86,4373000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8661023890848359,0.8691465616734553,0.8676244753791456,0.8691465616734553,True
33000,0.003350593968930856,0.006984126984126984,0.006984126984126984,0.006399069226294357,shew/2022-05-06_13-58-43/files/GCA_000014685.1_ASM1468v1_genomic.fna.gz,GCA_000014685.1 Shewanella sp. MR-4,215fdeea,4725000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8980936676102091,0.899766967657347,0.8989303176337781,0.899766967657347,False
5000,0.0005001000200040008,0.0010317787866281469,0.0010317787866281469,0.0009695559433779329,shew/2022-05-06_13-58-43/files/GCA_000014705.1_ASM1470v1_genomic.fna.gz,GCA_000014705.1 Shewanella frigidimarina NCIMB 400,d1002011,4846000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8627491283948123,0.8638916757031937,0.8633204020490031,0.8638916757031937,True
3000,0.0002880737468792011,0.0005817335660267597,0.0005703422053231939,0.0005817335660267597,shew/2022-05-06_13-58-43/files/GCA_000014885.1_ASM1488v1_genomic.fna.gz,GCA_000014885.1 Shewanella piezotolerans WP3,ff9f3a56,5260000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.853423000009064,0.8530639839874604,0.8532434919982622,0.853423000009064,True
99000,0.010291060291060292,0.021701008329679965,0.021701008329679965,0.019197207678883072,shew/2022-05-06_13-58-43/files/GCA_000015185.1_ASM1518v1_genomic.fna.gz,GCA_000015185.1 Shewanella sp. W3-18-1,d19405c7,4562000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.919333636381692,0.9217347385955066,0.9205341874885993,0.9217347385955066,False
3000,0.0003188097768331562,0.0007048872180451127,0.0007048872180451127,0.0005817335660267597,shew/2022-05-06_13-58-43/files/GCA_000015245.1_ASM1524v1_genomic.fna.gz,GCA_000015245.1 Shewanella amazonensis SB2B,19025040,4256000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.853423000009064,0.8569169150644392,0.8551699575367516,0.8569169150644392,True
1742000,0.21005667430362956,0.35711357113571135,0.35711357113571135,0.33779329067287184,shew/2022-05-06_13-58-43/files/GCA_000015845.1_ASM1584v1_genomic.fna.gz,GCA_000015845.1 Shewanella baltica OS155,7549b686,4878000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.9771726392922991,0.9783297081336876,0.9777511737129934,0.9783297081336876,False
6000,0.0006202832626899617,0.0013268465280849183,0.0013268465280849183,0.0011634671320535194,shew/2022-05-06_13-58-43/files/GCA_000016065.1_ASM1606v1_genomic.fna.gz,GCA_000016065.1 Shewanella loihica PV-4,29f6fb41,4522000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8661023890848359,0.868527190047611,0.8673147895662234,0.868527190047611,True
5157000,1.0,1.0,1.0,1.0,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,1.0,1.0,1.0,1.0,False
6000,0.0005653976630229929,0.0011634671320535194,0.0010986998718183483,0.0011634671320535194,shew/2022-05-06_13-58-43/files/GCA_000018025.1_ASM1802v1_genomic.fna.gz,GCA_000018025.1 Shewanella sediminis HAW-EB3,5b191e69,5461000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8661023890848359,0.8650475496839765,0.8655749693844061,0.8661023890848359,True
5000,0.00048799531524497365,0.0009815469179426776,0.0009815469179426776,0.0009695559433779329,shew/2022-05-06_13-58-43/files/GCA_000018285.1_ASM1828v1_genomic.fna.gz,GCA_000018285.1 Shewanella pealeana ATCC 700345,00c755a9,5094000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8627491283948123,0.8629747876972214,0.8628619580460168,0.8629747876972214,True
2290000,0.27923423972686257,0.4440566220670933,0.4293213348331459,0.4440566220670933,shew/2022-05-06_13-58-43/files/GCA_000018765.1_ASM1876v1_genomic.fna.gz,GCA_000018765.1 Shewanella baltica OS195,3039ef33,5334000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.9828759044547226,0.9821704442604493,0.982523174357586,0.9828759044547226,False
5000,0.00048501309535357455,0.0009695559433779329,0.0009695559433779329,0.0009695559433779329,shew/2022-05-06_13-58-43/files/GCA_000019185.1_ASM1918v1_genomic.fna.gz,GCA_000019185.1 Shewanella halifaxensis HAW-EB4,d6246bf2,5157000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8627491283948123,0.8627491283948123,0.8627491283948123,0.8627491283948123,True
6000,0.0005489478499542544,0.0011634671320535194,0.001038241910365115,0.0011634671320535194,shew/2022-05-06_13-58-43/files/GCA_000019525.1_ASM1952v1_genomic.fna.gz,GCA_000019525.1 Shewanella woodyi ATCC 51908,41046c35,5779000,shew/2022-05-06_13-58-43/files/GCA_000017325.1_ASM1732v1_genomic.fna.gz,GCA_000017325.1 Shewanella baltica OS185,f4d83806,5157000,47,DNA,1000,5157,False,0.8661023890848359,0.8640064618485471,0.8650544254666915,0.8661023890848359,True
